ID,Zip,Average Annual Income,Average annual disposable funds,Education,Average age,age18-25,age 26-35,age 36-50,age 51-69,age 70+,Population,Female,Male,State
121365,62254,142943,11337,GED,32,0.18,0.3,0.22,0.21,0.09,6089,0.58,0.42,Illinois
121366,62255,164655,12223,Doctorate Degree,32,0.21,0.28,0.26,0.17,0.08,1001,0.65,0.35,Illinois
121367,62257,47721,7069,Master's Degree,34,0.19,0.24,0.23,0.27,0.07,3214,0.55,0.45,Illinois
121368,62258,155771,17680,Doctorate Degree,28,0.32,0.22,0.19,0.21,0.06,9199,0.43,0.57,Illinois
121369,62260,142280,8609,High School Diploma,33,0.03,0.3,0.3,0.3,0.07,7290,0.42,0.58,Illinois
121370,62261,164645,12339,Bachelor's Degree,37,0.14,0.19,0.29,0.3,0.08,152,0.42,0.58,Illinois
121371,62262,141098,20380,Bachelor's Degree,29,0.14,0.3,0.27,0.23,0.06,1810,0.47,0.53,Illinois
121372,62263,172779,10720,High School Diploma,30,0.36,0.17,0.18,0.23,0.06,5387,0.44,0.56,Illinois
121373,62264,121571,7374,High School Diploma,36,0.24,0.28,0.22,0.17,0.09,3338,0.51,0.49,Illinois
121374,62265,47077,4413,GED,35,0.22,0.3,0.17,0.22,0.09,4353,0.49,0.51,Illinois
121375,62266,115838,15419,Doctorate Degree,33,0.11,0.26,0.29,0.27,0.07,254,0.4,0.6,Illinois
121376,62268,112846,12956,Associate's Degree,19,0.36,0.21,0.17,0.17,0.09,738,0.46,0.54,Illinois
121377,62269,105052,15348,Some High School,22,0.12,0.25,0.27,0.28,0.08,31348,0.45,0.55,Illinois
121378,62271,133851,12571,GED,33,0.29,0.19,0.26,0.2,0.06,2077,0.52,0.48,Illinois
121379,62272,45526,5968,Some College,32,0.27,0.24,0.24,0.19,0.06,1674,0.55,0.45,Illinois
121380,62273,130230,18377,High School Diploma,35,0.18,0.2,0.3,0.25,0.07,426,0.67,0.33,Illinois
121381,62274,103876,5296,Some College,32,0.33,0.25,0.17,0.18,0.07,8410,0.66,0.34,Illinois
121382,62275,171536,24426,Some High School,25,0.23,0.29,0.2,0.21,0.07,3621,0.57,0.43,Illinois
121383,62277,32508,2318,Associate's Degree,21,0.19,0.26,0.26,0.23,0.06,1314,0.67,0.33,Illinois
121384,62278,26336,3011,Some College,33,0.17,0.27,0.2,0.29,0.07,6690,0.42,0.58,Illinois
121385,62279,28826,2802,Associate's Degree,34,0.2,0.25,0.2,0.29,0.06,69,0.55,0.45,Illinois
121386,62280,73611,6817,Some College,31,0.17,0.17,0.3,0.28,0.08,444,0.41,0.59,Illinois
121387,62281,86348,12657,Some College,30,0.21,0.23,0.21,0.29,0.06,2155,0.51,0.49,Illinois
121388,62282,153502,8927,Bachelor's Degree,26,0.16,0.28,0.26,0.23,0.07,471,0.58,0.42,Illinois
121389,62284,94525,7533,Some College,26,0.13,0.3,0.18,0.3,0.09,636,0.46,0.54,Illinois
121390,62285,118192,7212,Bachelor's Degree,30,0.35,0.22,0.19,0.17,0.07,4484,0.46,0.54,Illinois
121391,62286,27140,1981,Bachelor's Degree,27,0.15,0.19,0.29,0.29,0.08,6008,0.58,0.42,Illinois
121392,62288,166098,20926,Some High School,21,0.31,0.19,0.23,0.2,0.07,2918,0.5,0.5,Illinois
121393,62289,79190,7524,GED,29,0.14,0.28,0.23,0.27,0.08,350,0.57,0.43,Illinois
121394,62292,127156,12129,GED,37,0.19,0.28,0.22,0.23,0.08,947,0.47,0.53,Illinois
121395,62293,160281,11072,High School Diploma,24,0.21,0.25,0.23,0.25,0.06,4748,0.67,0.33,Illinois
121396,62294,43595,4131,Master's Degree,30,0.02,0.3,0.29,0.3,0.09,14367,0.63,0.37,Illinois
121397,62295,62527,4187,Some High School,35,0.27,0.18,0.28,0.18,0.09,1599,0.53,0.47,Illinois
121398,62297,92754,9035,High School Diploma,39,0.12,0.26,0.3,0.24,0.08,452,0.67,0.33,Illinois
121399,62298,68415,4115,Bachelor's Degree,37,0.1,0.3,0.26,0.26,0.08,16609,0.59,0.41,Illinois
121400,62301,140362,9020,GED,31,0.07,0.29,0.28,0.3,0.06,33758,0.43,0.57,Illinois
121401,62305,61556,6739,GED,30,0.25,0.24,0.17,0.28,0.06,18052,0.65,0.35,Illinois
121402,62311,27808,2567,High School Diploma,27,0.28,0.17,0.27,0.22,0.06,860,0.56,0.44,Illinois
121403,62312,69232,6373,Some College,36,0.26,0.29,0.17,0.22,0.06,2162,0.46,0.54,Illinois
121404,62313,90052,9310,GED,28,0.28,0.19,0.26,0.18,0.09,389,0.59,0.41,Illinois
121405,62314,73496,4069,Master's Degree,28,0.2,0.23,0.26,0.22,0.09,611,0.48,0.52,Illinois
121406,62316,78218,7278,High School Diploma,22,0.24,0.19,0.24,0.24,0.09,660,0.53,0.47,Illinois
121407,62319,38228,4328,Master's Degree,22,0.23,0.25,0.23,0.22,0.07,264,0.5,0.5,Illinois
121408,62320,29693,3047,GED,26,0.27,0.2,0.24,0.2,0.09,2185,0.41,0.59,Illinois
121409,62321,92566,7554,Doctorate Degree,20,0.24,0.24,0.24,0.21,0.07,4091,0.55,0.45,Illinois
121410,62323,64558,3650,Bachelor's Degree,28,0.27,0.24,0.25,0.18,0.06,290,0.55,0.45,Illinois
121411,62324,114040,8517,High School Diploma,24,0.3,0.17,0.17,0.27,0.09,1361,0.4,0.6,Illinois
121412,62325,53955,3118,Doctorate Degree,28,0.28,0.29,0.18,0.17,0.08,403,0.54,0.46,Illinois
121413,62326,61369,8534,Some High School,34,0.17,0.25,0.29,0.2,0.09,2478,0.55,0.45,Illinois
121414,62330,131302,12655,Some College,30,0.22,0.29,0.26,0.17,0.06,1769,0.4,0.6,Illinois
121415,62334,160218,18447,Associate's Degree,26,0.26,0.18,0.27,0.2,0.09,172,0.44,0.56,Illinois
121416,62336,145822,14010,Master's Degree,24,0.21,0.24,0.22,0.26,0.07,47,0.67,0.33,Illinois
121417,62338,51512,4917,Bachelor's Degree,26,0.16,0.25,0.27,0.24,0.08,1473,0.46,0.54,Illinois
121418,62339,35780,2507,Associate's Degree,37,0.11,0.3,0.25,0.25,0.09,874,0.6,0.4,Illinois
121419,62340,110769,8295,GED,31,0.2,0.23,0.3,0.18,0.09,1715,0.64,0.36,Illinois
121420,62341,113116,12021,Doctorate Degree,31,0.21,0.27,0.27,0.17,0.08,3610,0.53,0.47,Illinois
121421,62343,93669,8873,Doctorate Degree,26,0.14,0.25,0.26,0.26,0.09,712,0.48,0.52,Illinois
121422,62344,73192,8829,Doctorate Degree,31,0.22,0.22,0.29,0.19,0.08,138,0.5,0.5,Illinois
121423,62345,55441,6103,High School Diploma,34,0.28,0.18,0.23,0.25,0.06,357,0.6,0.4,Illinois
121424,62346,149041,12954,Some College,26,0.26,0.23,0.24,0.2,0.07,178,0.47,0.53,Illinois
121425,62347,122189,17779,Doctorate Degree,26,0.18,0.28,0.2,0.28,0.06,2282,0.47,0.53,Illinois
121426,62348,107000,9965,Master's Degree,30,0.07,0.29,0.29,0.28,0.07,170,0.59,0.41,Illinois
121427,62349,83454,11887,Doctorate Degree,35,0.11,0.3,0.23,0.27,0.09,636,0.47,0.53,Illinois
121428,62351,152512,8511,Bachelor's Degree,36,0.18,0.27,0.23,0.23,0.09,1856,0.6,0.4,Illinois
121429,62352,108305,15275,Some High School,34,0.15,0.25,0.24,0.29,0.07,271,0.59,0.41,Illinois
121430,62353,143196,16069,Master's Degree,27,0.23,0.26,0.17,0.28,0.06,5637,0.45,0.55,Illinois
121431,62354,148807,17227,High School Diploma,25,0.33,0.17,0.19,0.22,0.09,1684,0.67,0.33,Illinois
121432,62355,176689,22895,Master's Degree,29,0.28,0.2,0.22,0.24,0.06,820,0.42,0.58,Illinois
121433,62356,71825,5790,Associate's Degree,26,0.18,0.27,0.22,0.26,0.07,571,0.62,0.38,Illinois
121434,62357,45106,2610,GED,35,0.33,0.22,0.21,0.17,0.07,245,0.4,0.6,Illinois
121435,62358,167457,13695,Some College,37,0.11,0.29,0.23,0.3,0.07,752,0.67,0.33,Illinois
121436,62359,150256,17272,Some High School,35,0.13,0.3,0.28,0.21,0.08,166,0.43,0.57,Illinois
121437,62360,170381,9113,Master's Degree,31,0.21,0.24,0.17,0.3,0.08,1656,0.64,0.36,Illinois
121438,62361,70668,7706,Some College,33,0.17,0.26,0.19,0.3,0.08,539,0.47,0.53,Illinois
121439,62362,140771,16976,Associate's Degree,23,0.34,0.24,0.17,0.18,0.07,399,0.51,0.49,Illinois
121440,62363,162675,14103,Some High School,33,0.27,0.3,0.17,0.2,0.06,6353,0.66,0.34,Illinois
121441,62365,35077,4908,Some College,28,0.2,0.25,0.23,0.24,0.08,647,0.5,0.5,Illinois
121442,62366,37350,3152,Doctorate Degree,29,0.26,0.28,0.18,0.21,0.07,1408,0.49,0.51,Illinois
121443,62367,41899,4357,Doctorate Degree,36,0.2,0.25,0.2,0.26,0.09,1345,0.51,0.49,Illinois
121444,62370,61423,3996,Some College,28,0.14,0.29,0.24,0.25,0.08,520,0.43,0.57,Illinois
121445,62373,31105,2308,Associate's Degree,34,0.34,0.2,0.19,0.21,0.06,300,0.55,0.45,Illinois
121446,62374,87604,9668,Associate's Degree,26,0.31,0.23,0.18,0.2,0.08,298,0.58,0.42,Illinois
121447,62375,42201,3724,Bachelor's Degree,29,0.28,0.19,0.25,0.22,0.06,369,0.44,0.56,Illinois
121448,62376,128503,13268,Associate's Degree,23,0.24,0.24,0.21,0.25,0.06,1198,0.45,0.55,Illinois
121449,62378,70803,6074,Bachelor's Degree,26,0.3,0.26,0.17,0.19,0.08,896,0.41,0.59,Illinois
121450,62379,26855,1577,Bachelor's Degree,30,0.17,0.27,0.17,0.3,0.09,2049,0.65,0.35,Illinois
121451,62380,138116,8400,Some College,24,0.28,0.22,0.23,0.19,0.08,401,0.57,0.43,Illinois
121452,62401,52311,7521,Bachelor's Degree,32,0.38,0.22,0.17,0.17,0.06,19096,0.48,0.52,Illinois
121453,62410,89151,13358,Some College,38,0.21,0.28,0.28,0.17,0.06,985,0.51,0.49,Illinois
121454,62411,134879,9379,Master's Degree,35,0.26,0.18,0.29,0.2,0.07,4430,0.42,0.58,Illinois
121455,62413,163825,23225,GED,29,0.12,0.26,0.27,0.26,0.09,421,0.59,0.41,Illinois
121456,62414,131464,14421,Bachelor's Degree,33,0.31,0.18,0.18,0.27,0.06,1886,0.51,0.49,Illinois
121457,62417,170789,24496,Bachelor's Degree,29,0.21,0.26,0.21,0.26,0.06,3064,0.55,0.45,Illinois
121458,62418,122499,6699,High School Diploma,30,0.23,0.23,0.26,0.22,0.06,2133,0.59,0.41,Illinois
121459,62419,147318,21590,Associate's Degree,28,0.27,0.2,0.21,0.24,0.08,410,0.48,0.52,Illinois
121460,62420,105592,12946,High School Diploma,30,0.12,0.26,0.29,0.27,0.06,4759,0.62,0.38,Illinois
121461,62421,162303,23314,Master's Degree,29,0.29,0.27,0.17,0.21,0.06,778,0.54,0.46,Illinois
121462,62422,105505,15491,Master's Degree,28,0.31,0.17,0.19,0.26,0.07,1156,0.52,0.48,Illinois
121463,62423,26514,3946,High School Diploma,30,0.17,0.27,0.28,0.21,0.07,724,0.55,0.45,Illinois
121464,62424,143022,12914,Some High School,35,0.12,0.26,0.28,0.26,0.08,2092,0.51,0.49,Illinois
121465,62425,100452,6947,Some High School,34,0.11,0.24,0.3,0.28,0.07,649,0.63,0.37,Illinois
121466,62426,65051,6175,GED,33,0.12,0.22,0.3,0.29,0.07,1085,0.4,0.6,Illinois
121467,62427,48741,2963,Some High School,37,0.18,0.25,0.28,0.2,0.09,1702,0.59,0.41,Illinois
121468,62428,86384,11438,Associate's Degree,28,0.26,0.19,0.24,0.22,0.09,3104,0.54,0.46,Illinois
121469,62431,156963,16501,Bachelor's Degree,27,0.24,0.27,0.18,0.23,0.08,1232,0.56,0.44,Illinois
121470,62432,33276,3697,Some High School,32,0.22,0.25,0.26,0.18,0.09,571,0.62,0.38,Illinois
121471,62433,62258,4610,Doctorate Degree,31,0.31,0.27,0.19,0.17,0.06,998,0.5,0.5,Illinois
121472,62434,49794,3986,Some High School,27,0.3,0.23,0.21,0.17,0.09,330,0.43,0.57,Illinois
121473,62436,78590,10020,Doctorate Degree,31,0.19,0.2,0.25,0.28,0.08,562,0.66,0.34,Illinois
121474,62438,65031,6548,High School Diploma,30,0.21,0.28,0.21,0.24,0.06,433,0.42,0.58,Illinois
121475,62439,118891,12340,GED,33,0.14,0.19,0.29,0.3,0.08,7536,0.42,0.58,Illinois
121476,62440,125789,17453,Associate's Degree,32,0.28,0.2,0.17,0.29,0.06,1316,0.47,0.53,Illinois
121477,62441,99126,10912,Associate's Degree,36,0.25,0.18,0.23,0.27,0.07,7395,0.45,0.55,Illinois
121478,62442,117814,17606,Associate's Degree,24,0.34,0.17,0.18,0.24,0.07,2421,0.63,0.37,Illinois
121479,62443,56497,6268,Doctorate Degree,33,0.13,0.27,0.27,0.26,0.07,1623,0.53,0.47,Illinois
121480,62444,59268,3821,Some High School,19,0.26,0.26,0.19,0.22,0.07,387,0.63,0.37,Illinois
121481,62445,61420,8104,Bachelor's Degree,32,0.09,0.3,0.23,0.29,0.09,907,0.48,0.52,Illinois
121482,62446,178067,22379,Some High School,30,0.2,0.21,0.29,0.21,0.09,414,0.57,0.43,Illinois
121483,62447,115139,12794,Bachelor's Degree,41,0.16,0.23,0.29,0.24,0.08,3404,0.62,0.38,Illinois
121484,62448,78289,11063,Some High School,28,0.27,0.19,0.22,0.23,0.09,5834,0.57,0.43,Illinois
121485,62449,156766,8162,Some High School,24,0.2,0.24,0.25,0.25,0.06,3175,0.57,0.43,Illinois
121486,62450,162264,8749,High School Diploma,26,0.24,0.17,0.24,0.28,0.07,12218,0.63,0.37,Illinois
121487,62451,164911,9327,Some High School,31,0.2,0.23,0.26,0.23,0.08,2156,0.56,0.44,Illinois
121488,62452,82173,10071,Some College,35,0.24,0.18,0.19,0.3,0.09,400,0.63,0.37,Illinois
121489,62454,153797,11900,Some High School,31,0.27,0.2,0.22,0.25,0.06,11467,0.62,0.38,Illinois
121490,62458,32827,2135,GED,33,0.22,0.19,0.27,0.26,0.06,2228,0.48,0.52,Illinois
121491,62459,48161,6098,Associate's Degree,34,0.12,0.3,0.2,0.3,0.08,243,0.52,0.48,Illinois
121492,62460,92030,9050,Some High School,36,0.15,0.21,0.3,0.25,0.09,1231,0.59,0.41,Illinois
121493,62461,129373,16624,Associate's Degree,27,0.24,0.19,0.28,0.23,0.06,854,0.42,0.58,Illinois
121494,62462,39142,3498,High School Diploma,26,0.28,0.24,0.19,0.21,0.08,1149,0.44,0.56,Illinois
121495,62463,101028,15135,Bachelor's Degree,27,0.24,0.26,0.21,0.22,0.07,1294,0.43,0.57,Illinois
121496,62465,101763,8009,Some College,27,0.2,0.23,0.28,0.23,0.06,858,0.46,0.54,Illinois
121497,62466,102446,11317,Bachelor's Degree,24,0.28,0.22,0.21,0.23,0.06,4848,0.56,0.44,Illinois
121498,62467,174005,11319,Associate's Degree,33,0.26,0.19,0.22,0.26,0.07,3741,0.65,0.35,Illinois
121499,62468,176768,25998,Master's Degree,29,0.09,0.3,0.27,0.26,0.08,2564,0.47,0.53,Illinois
121500,62469,66501,3526,Some High School,37,0.18,0.21,0.28,0.24,0.09,419,0.47,0.53,Illinois
121501,62471,67855,8390,Master's Degree,32,0.27,0.19,0.27,0.18,0.09,10233,0.55,0.45,Illinois
121502,62473,109644,5844,High School Diploma,29,0.06,0.3,0.27,0.3,0.07,1422,0.65,0.35,Illinois
121503,62474,178467,15445,High School Diploma,35,0.24,0.29,0.19,0.22,0.06,848,0.55,0.45,Illinois
121504,62475,85993,11706,Doctorate Degree,30,0.14,0.24,0.29,0.25,0.08,387,0.64,0.36,Illinois
121505,62476,74591,5404,Master's Degree,17,0.27,0.23,0.2,0.21,0.09,1734,0.54,0.46,Illinois
121506,62477,124867,13101,Bachelor's Degree,30,0.21,0.27,0.25,0.2,0.07,946,0.65,0.35,Illinois
121507,62478,137193,9330,High School Diploma,22,0.17,0.21,0.29,0.27,0.06,398,0.6,0.4,Illinois
121508,62479,167639,10504,Master's Degree,32,0.28,0.17,0.22,0.27,0.06,820,0.5,0.5,Illinois
121509,62480,73061,8237,Bachelor's Degree,35,0.24,0.19,0.28,0.23,0.06,787,0.54,0.46,Illinois
121510,62481,105092,14918,Associate's Degree,35,0.17,0.22,0.3,0.24,0.07,386,0.57,0.43,Illinois
121511,62501,31182,3127,GED,37,0.17,0.27,0.3,0.17,0.09,2661,0.59,0.41,Illinois
121512,62510,154882,21769,GED,31,0.15,0.27,0.24,0.26,0.08,1669,0.46,0.54,Illinois
121513,62512,28184,2971,Doctorate Degree,29,0.17,0.25,0.28,0.22,0.08,500,0.61,0.39,Illinois
121514,62513,67715,7505,High School Diploma,29,0.22,0.25,0.19,0.26,0.08,1766,0.61,0.39,Illinois
121515,62514,124153,9049,High School Diploma,30,0.13,0.3,0.22,0.28,0.07,252,0.5,0.5,Illinois
121516,62515,87044,10830,Associate's Degree,28,0.29,0.24,0.18,0.2,0.09,961,0.66,0.34,Illinois
121517,62517,147953,17211,Doctorate Degree,22,0.28,0.21,0.19,0.25,0.07,226,0.42,0.58,Illinois
121518,62518,95372,6016,Some College,31,0.25,0.22,0.17,0.3,0.06,457,0.54,0.46,Illinois
121519,62519,61336,3396,Bachelor's Degree,32,0.19,0.22,0.26,0.25,0.08,94,0.54,0.46,Illinois
121520,62520,80852,7730,GED,38,0.22,0.28,0.18,0.23,0.09,1529,0.41,0.59,Illinois
121521,62521,138076,9148,Some College,39,0.2,0.27,0.17,0.29,0.07,35851,0.53,0.47,Illinois
121522,62522,121943,8762,Some High School,32,0.26,0.21,0.18,0.27,0.08,16630,0.48,0.52,Illinois
121523,62523,174770,10243,GED,32,0.25,0.22,0.28,0.19,0.06,1237,0.61,0.39,Illinois
121524,62526,177835,13313,Associate's Degree,31,0.13,0.26,0.23,0.3,0.08,34075,0.55,0.45,Illinois
121525,62530,73220,7588,Master's Degree,30,0.09,0.27,0.26,0.3,0.08,1532,0.6,0.4,Illinois
121526,62531,56475,6477,Bachelor's Degree,26,0.26,0.23,0.17,0.25,0.09,1792,0.54,0.46,Illinois
121527,62532,72703,5837,Some High School,27,0.17,0.25,0.3,0.19,0.09,105,0.53,0.47,Illinois
121528,62533,96881,7479,Associate's Degree,24,0.32,0.26,0.19,0.17,0.06,973,0.48,0.52,Illinois
121529,62534,132860,16033,Bachelor's Degree,27,0.11,0.26,0.25,0.3,0.08,1130,0.52,0.48,Illinois
121530,62535,138406,19903,Some College,32,0.19,0.18,0.27,0.28,0.08,3534,0.57,0.43,Illinois
121531,62536,121127,12129,Associate's Degree,34,0.31,0.23,0.2,0.17,0.09,912,0.54,0.46,Illinois
121532,62537,149945,18455,Associate's Degree,34,0.21,0.23,0.2,0.29,0.07,92,0.6,0.4,Illinois
121533,62538,88433,13132,Some High School,35,0.2,0.24,0.17,0.3,0.09,378,0.49,0.51,Illinois
121534,62539,141088,12395,High School Diploma,32,0.17,0.23,0.24,0.27,0.09,1358,0.45,0.55,Illinois
121535,62540,132279,9468,Doctorate Degree,33,0.29,0.28,0.17,0.17,0.09,1492,0.47,0.53,Illinois
121536,62541,67170,7462,Bachelor's Degree,26,0.16,0.22,0.27,0.27,0.08,57,0.65,0.35,Illinois
121537,62543,130401,12714,Associate's Degree,28,0.34,0.19,0.2,0.19,0.08,540,0.57,0.43,Illinois
121538,62544,60881,4542,Bachelor's Degree,22,0.15,0.2,0.29,0.27,0.09,1776,0.5,0.5,Illinois
121539,62545,142216,8874,Bachelor's Degree,18,0.32,0.21,0.19,0.2,0.08,1246,0.59,0.41,Illinois
121540,62546,158221,11564,Master's Degree,25,0.23,0.21,0.23,0.26,0.07,1630,0.61,0.39,Illinois
121541,62547,26196,1761,Doctorate Degree,34,0.18,0.28,0.21,0.24,0.09,804,0.51,0.49,Illinois
121542,62548,74891,10768,Master's Degree,38,0.15,0.26,0.21,0.3,0.08,2258,0.46,0.54,Illinois
121543,62549,147168,17442,Master's Degree,31,0.17,0.29,0.3,0.18,0.06,6269,0.67,0.33,Illinois
121544,62550,84647,11931,High School Diploma,38,0.07,0.27,0.29,0.29,0.08,2869,0.47,0.53,Illinois
121545,62551,40536,4936,Some High School,41,0.2,0.2,0.22,0.29,0.09,837,0.67,0.33,Illinois
121546,62553,130702,8099,GED,27,0.25,0.24,0.26,0.19,0.06,437,0.42,0.58,Illinois
121547,62554,86145,9704,Some High School,30,0.17,0.29,0.29,0.17,0.08,1563,0.56,0.44,Illinois
121548,62555,159614,11363,Bachelor's Degree,33,0.17,0.28,0.2,0.29,0.06,540,0.5,0.5,Illinois
121549,62556,153643,12125,Doctorate Degree,20,0.38,0.19,0.18,0.17,0.08,422,0.66,0.34,Illinois
121550,62557,116204,14676,Master's Degree,33,0.17,0.26,0.3,0.19,0.08,7607,0.64,0.36,Illinois
121551,62558,32102,3861,Bachelor's Degree,27,0.26,0.19,0.26,0.23,0.06,3590,0.59,0.41,Illinois
121552,62560,66732,4165,Master's Degree,22,0.31,0.17,0.2,0.24,0.08,1508,0.55,0.45,Illinois
121553,62561,150463,18836,Associate's Degree,34,0.26,0.17,0.28,0.2,0.09,5315,0.47,0.53,Illinois
121554,62563,146527,11796,Some College,37,0.32,0.2,0.25,0.17,0.06,5686,0.54,0.46,Illinois
121555,62565,147034,14848,Doctorate Degree,34,0.26,0.18,0.2,0.3,0.06,7538,0.47,0.53,Illinois
121556,62567,74209,8707,Doctorate Degree,30,0.11,0.29,0.27,0.25,0.08,1154,0.66,0.34,Illinois
121557,62568,34202,3063,Bachelor's Degree,27,0.16,0.3,0.29,0.18,0.07,16355,0.65,0.35,Illinois
121558,62570,54921,4356,Bachelor's Degree,39,0.09,0.23,0.29,0.3,0.09,512,0.55,0.45,Illinois
121559,62571,42121,3374,Some High School,31,0.19,0.19,0.25,0.28,0.09,1532,0.43,0.57,Illinois
121560,62572,60191,4261,Some High School,32,0.24,0.22,0.3,0.17,0.07,666,0.59,0.41,Illinois
121561,62573,36871,3963,Some High School,30,0.06,0.29,0.29,0.29,0.07,1513,0.61,0.39,Illinois
121562,62601,174589,16114,Bachelor's Degree,32,0.32,0.17,0.26,0.19,0.06,434,0.44,0.56,Illinois
121563,62610,174131,11444,GED,24,0.35,0.2,0.17,0.2,0.08,199,0.58,0.42,Illinois
121564,62611,72139,10422,Master's Degree,32,0.2,0.23,0.27,0.24,0.06,1067,0.52,0.48,Illinois
121565,62612,125368,8794,Associate's Degree,32,0.25,0.26,0.22,0.18,0.09,1915,0.57,0.43,Illinois
121566,62613,79776,10964,High School Diploma,27,0.19,0.17,0.29,0.27,0.08,3872,0.63,0.37,Illinois
121567,62615,71645,8985,Doctorate Degree,17,0.35,0.19,0.17,0.22,0.07,5748,0.51,0.49,Illinois
121568,62617,108826,11190,Doctorate Degree,35,0.22,0.21,0.29,0.19,0.09,762,0.64,0.36,Illinois
121569,62618,157112,15472,Associate's Degree,36,0.17,0.25,0.23,0.26,0.09,7955,0.47,0.53,Illinois
121570,62621,44313,3985,Some College,26,0.26,0.28,0.21,0.18,0.07,1171,0.4,0.6,Illinois
121571,62622,148305,16474,Some College,31,0.17,0.24,0.24,0.27,0.08,49,0.56,0.44,Illinois
121572,62624,132493,8478,Some High School,24,0.19,0.23,0.26,0.25,0.07,546,0.64,0.36,Illinois
121573,62625,67200,9537,GED,30,0.21,0.19,0.3,0.22,0.08,855,0.46,0.54,Illinois
121574,62626,43905,5351,Associate's Degree,27,0.29,0.22,0.23,0.2,0.06,8354,0.44,0.56,Illinois
121575,62627,77274,6710,Doctorate Degree,29,0.15,0.23,0.29,0.27,0.06,992,0.4,0.6,Illinois
121576,62628,170492,17412,High School Diploma,36,0.18,0.17,0.26,0.3,0.09,896,0.44,0.56,Illinois
121577,62629,123739,17098,Some High School,21,0.34,0.19,0.2,0.2,0.07,12949,0.57,0.43,Illinois
121578,62630,82275,9928,Some College,34,0.11,0.27,0.3,0.24,0.08,532,0.58,0.42,Illinois
121579,62631,119556,15815,GED,33,0.2,0.22,0.3,0.19,0.09,262,0.67,0.33,Illinois
121580,62633,92175,7769,High School Diploma,27,0.13,0.24,0.29,0.25,0.09,647,0.57,0.43,Illinois
121581,62634,121498,11648,GED,32,0.17,0.29,0.25,0.2,0.09,821,0.55,0.45,Illinois
121582,62635,53604,2685,Associate's Degree,26,0.2,0.28,0.22,0.23,0.07,738,0.57,0.43,Illinois
121583,62638,113769,6362,High School Diploma,24,0.2,0.17,0.27,0.29,0.07,1337,0.63,0.37,Illinois
121584,62639,40178,5820,Associate's Degree,32,0.21,0.24,0.21,0.27,0.07,316,0.61,0.39,Illinois
121585,62640,73239,8657,Some High School,29,0.17,0.26,0.24,0.25,0.08,3756,0.45,0.55,Illinois
121586,62642,130194,8492,High School Diploma,35,0.06,0.28,0.3,0.3,0.06,1440,0.6,0.4,Illinois
121587,62643,116775,11803,Some College,31,0.12,0.28,0.28,0.23,0.09,526,0.5,0.5,Illinois
121588,62644,38590,3629,Master's Degree,36,0.23,0.18,0.21,0.3,0.08,5385,0.61,0.39,Illinois
121589,62649,155023,21898,Master's Degree,30,0.29,0.28,0.17,0.17,0.09,488,0.59,0.41,Illinois
121590,62650,133226,18439,Doctorate Degree,29,0.23,0.26,0.19,0.25,0.07,26992,0.56,0.44,Illinois
121591,62655,120690,8451,GED,30,0.22,0.24,0.24,0.21,0.09,568,0.52,0.48,Illinois
121592,62656,158086,16830,Bachelor's Degree,29,0.25,0.18,0.3,0.19,0.08,20405,0.65,0.35,Illinois
121593,62661,133540,8656,Some High School,29,0.17,0.2,0.28,0.29,0.06,1213,0.58,0.42,Illinois
121594,62663,125925,10641,High School Diploma,21,0.19,0.22,0.25,0.26,0.08,292,0.61,0.39,Illinois
121595,62664,106712,6830,Master's Degree,23,0.12,0.25,0.27,0.28,0.08,3042,0.44,0.56,Illinois
121596,62665,49098,5025,Some High School,26,0.15,0.29,0.25,0.25,0.06,1629,0.46,0.54,Illinois
121597,62666,162099,11939,Some High School,31,0.24,0.29,0.18,0.23,0.06,616,0.66,0.34,Illinois
121598,62667,130556,9334,Associate's Degree,23,0.27,0.26,0.17,0.23,0.07,464,0.4,0.6,Illinois
121599,62668,147019,21541,Master's Degree,31,0.04,0.3,0.27,0.3,0.09,1512,0.65,0.35,Illinois
121600,62670,37627,3807,Doctorate Degree,26,0.36,0.17,0.17,0.22,0.08,2997,0.66,0.34,Illinois
121601,62671,166579,17248,Some High School,27,0.22,0.19,0.3,0.23,0.06,572,0.46,0.54,Illinois
121602,62672,175524,22232,Doctorate Degree,22,0.3,0.17,0.27,0.17,0.09,244,0.53,0.47,Illinois
121603,62673,80318,5860,High School Diploma,34,0.25,0.17,0.24,0.28,0.06,530,0.61,0.39,Illinois
121604,62674,67068,4623,High School Diploma,29,0.26,0.26,0.2,0.22,0.06,1454,0.64,0.36,Illinois
121605,62675,135859,8263,Master's Degree,30,0.16,0.27,0.26,0.23,0.08,6154,0.43,0.57,Illinois
121606,62677,34389,3232,Bachelor's Degree,20,0.28,0.23,0.21,0.19,0.09,2562,0.52,0.48,Illinois
121607,62681,168945,24360,Master's Degree,26,0.23,0.19,0.22,0.27,0.09,5602,0.57,0.43,Illinois
121608,62682,64717,4820,Bachelor's Degree,25,0.22,0.29,0.19,0.24,0.06,907,0.51,0.49,Illinois
